Price,Manufacturer,Model,Category,Engine volume,Mileage,Cylinders,Airbags,Manufacturer_encoded,Model_encoded,Has Turbo,Age,Category_encoded_1,Category_encoded_2,Fuel type_CNG,Fuel type_Diesel,Fuel type_LPG,Fuel type_Other,Fuel type_Petrol,Gear box type_1,Gear box type_2,Doors_2-3,Doors_4-5,Doors_>5,Wheel_Left wheel,Wheel_Right-hand drive
21953,TOYOTA,Camry,Sedan,2.5,1.078888040424808,4.0,0,23,257,0,11,True,False,False,False,False,False,True,True,False,False,True,False,True,False
19121,HYUNDAI,Elantra,Sedan,1.6,0.007775270245600687,4.0,4,7,395,0,11,True,False,False,False,False,False,True,True,False,False,True,False,True,False
36065,HYUNDAI,Santa FE,Jeep,2.0,-0.7505401866354218,4.0,4,7,836,0,9,False,True,False,True,False,False,False,True,False,False,True,False,True,False
16289,CHEVROLET,Orlando,Jeep,2.0,0.743808279111469,4.0,4,2,694,0,11,False,True,False,True,False,False,False,True,False,False,True,False,True,False
27284,HYUNDAI,Elantra,Sedan,2.0,-0.22432266185223462,4.0,12,7,395,0,7,True,False,False,False,False,False,True,False,True,False,True,False,True,False
32929,BMW,428 Sport Line,Coupe,2.0,0.5693859854507711,4.0,12,1,45,1,10,True,False,False,False,False,False,True,True,False,True,False,False,True,False
15053,MERCEDES-BENZ,E 320,Sedan,3.2,1.3542863069239115,6.0,8,13,365,0,19,True,False,False,False,False,False,True,False,True,False,True,False,True,False
15458,HYUNDAI,Genesis,Coupe,2.0,0.036613089464169406,4.0,4,7,512,0,14,True,False,False,False,False,False,True,True,False,False,True,False,True,False
26657,MERCEDES-BENZ,Sprinter,Microbus,2.2,2.60431274482558,4.0,1,13,879,1,19,True,False,False,True,False,False,False,False,True,False,True,False,True,False
10663,TOYOTA,Prius,Hatchback,1.5,2.8717602617719833,4.0,6,23,733,0,16,True,False,False,False,False,False,True,True,False,False,True,False,True,False
12858,FORD,Focus SE,Sedan,2.0,-0.4306351648705634,4.0,10,5,456,0,8,True,False,False,False,False,False,True,True,False,False,True,False,True,False
12858,KIA,Picanto,Hatchback,1.2,-0.2009791448839779,4.0,2,10,730,0,7,True,False,False,False,False,False,True,False,True,False,True,False,True,False
15000,BMW,328,Sedan,3.0,1.3020759003548092,6.0,12,1,31,0,15,True,False,True,False,False,False,False,False,True,False,True,False,True,False
44752,HYUNDAI,H1,Universal,2.5,-0.5062181587901992,4.0,4,7,523,0,7,False,True,False,True,False,False,False,True,False,False,True,False,True,False
17158,HYUNDAI,Elantra,Sedan,1.6,0.02780476363430416,4.0,4,7,395,0,13,True,False,False,False,False,False,True,True,False,False,True,False,True,False
12231,MITSUBISHI,Airtrek,Jeep,2.4,0.33682292723650725,4.0,16,15,133,0,18,False,True,False,False,True,False,False,False,True,False,True,False,False,True
25591,SSANGYONG,Korando,Jeep,2.0,-0.5105205753671631,4.0,4,20,596,0,10,False,True,False,True,False,False,False,True,False,False,True,False,True,False
14897,HYUNDAI,Santa FE,Jeep,2.0,-0.8992206567900283,4.0,4,7,836,0,13,False,True,False,True,False,False,False,True,False,False,True,False,True,False
23521,TOYOTA,Camry,Sedan,2.5,-0.44807739423663323,4.0,12,23,257,0,10,True,False,False,False,False,True,False,False,True,False,True,False,True,False
16935,FORD,Fusion,Sedan,2.0,-0.7176470490892418,4.0,0,5,472,0,8,True,False,False,False,False,False,True,True,False,False,True,False,True,False
19444,TOYOTA,Camry,Sedan,2.5,-1.7562445966918674,4.0,6,23,257,0,11,True,False,False,False,False,False,True,False,True,False,True,False,True,False
13328,HYUNDAI,H1,Minivan,2.5,-0.6741868275854512,4.0,4,7,523,0,15,False,True,False,True,False,False,False,True,False,False,True,False,True,False
17876,NISSAN,Serena,Minivan,2.0,0.32228773609811573,4.0,12,16,842,0,11,False,True,False,False,False,False,True,False,True,False,True,False,False,True
20071,TOYOTA,RAV 4,Jeep,2.4,0.20600620699098382,4.0,8,23,784,0,15,False,True,False,False,False,False,True,True,False,False,True,False,True,False
22894,HYUNDAI,H1,Minivan,2.5,0.05257272933412326,4.0,4,7,523,0,12,False,True,False,True,False,False,False,True,False,False,True,False,True,False
15681,MITSUBISHI,Pajero,Jeep,2.4,0.30775254495972426,4.0,6,15,707,0,26,False,True,False,False,False,False,True,True,False,True,False,False,True,False
18660,HYUNDAI,Sonata,Sedan,2.4,0.13333025129902637,4.0,6,7,852,0,10,True,False,False,False,False,False,True,False,True,False,True,False,True,False
22580,MERCEDES-BENZ,E 300,Sedan,2.0,-1.0159673120135888,4.0,12,13,363,0,6,True,False,False,False,False,False,True,True,False,False,True,False,True,False
11604,HYUNDAI,Sonata,Sedan,2.0,2.0937205505161636,4.0,4,7,852,0,9,True,False,False,False,True,False,False,True,False,False,True,False,True,False
18817,TOYOTA,Camry,Sedan,2.5,-1.2466698657621385,4.0,12,23,257,0,5,True,False,False,False,False,True,False,True,False,False,True,False,True,False
21169,HONDA,Hr-v EX,Jeep,1.8,-1.271786676049279,4.0,8,6,540,0,8,False,True,False,False,False,False,True,True,False,False,True,False,True,False
17876,HYUNDAI,Elantra sport limited,Sedan,1.8,-0.042254857652742825,4.0,12,7,411,0,10,True,False,False,False,False,False,True,False,True,False,True,False,True,False
11290,HYUNDAI,Sonata,Sedan,2.0,2.3105129263452726,4.0,4,7,852,0,7,True,False,False,False,True,False,False,True,False,False,True,False,True,False
36065,TOYOTA,Sienna,Minivan,3.5,1.5461508299506792,6.0,16,23,844,0,13,False,True,False,False,False,False,True,False,True,False,True,False,True,False
21395,HYUNDAI,H1,Universal,2.5,0.6586901998050484,4.0,4,7,523,0,11,False,True,False,True,False,False,False,True,False,False,True,False,True,False
15681,HYUNDAI,Sonata,Sedan,2.0,2.0040965619568416,4.0,4,7,852,0,7,True,False,False,False,True,False,False,True,False,False,True,False,True,False
40070,TOYOTA,Aqua,Hatchback,1.5,-1.3811349189833981,4.0,4,23,138,0,7,True,False,False,False,False,False,True,True,False,False,True,False,True,False
11917,MERCEDES-BENZ,A 170,Hatchback,1.7,0.8600898082186009,4.0,8,13,106,0,15,True,False,False,False,False,False,True,True,False,False,True,False,True,False
35927,SSANGYONG,REXTON,Jeep,2.0,0.23895748530171734,4.0,4,20,792,0,10,False,True,False,True,False,False,False,True,False,False,True,False,True,False
21012,TOYOTA,Prius,Sedan,1.8,0.5693859854507711,4.0,4,23,733,0,9,True,False,False,False,False,True,False,True,False,False,True,False,True,False
21012,TOYOTA,Tacoma,Sedan,3.5,-1.358590837527753,6.0,12,23,901,0,5,True,False,False,False,False,False,True,True,False,False,True,False,True,False
13172,KIA,Carnival grand,Minivan,2.9,-0.5327303474266253,4.0,6,10,283,0,14,False,True,False,True,False,False,False,True,False,False,True,False,True,False
15624,HYUNDAI,Genesis,Coupe,2.0,-0.20090646892828593,4.0,4,7,512,0,12,True,False,False,False,False,False,True,True,False,False,True,False,True,False
20005,HYUNDAI,Elantra,Sedan,1.6,-0.23009313273417606,4.0,4,7,395,0,11,True,False,False,False,False,False,True,True,False,False,True,False,True,False
36110,VOLKSWAGEN,Passat,Sedan,1.8,-1.353212816806548,6.0,8,24,710,0,6,True,False,False,False,False,False,True,False,True,False,True,False,True,False
43880,HYUNDAI,Santa FE,Jeep,2.0,-0.10359336425675492,4.0,4,7,836,0,7,False,True,False,True,False,False,False,True,False,False,True,False,True,False
29479,MERCEDES-BENZ,C 250,Sedan,1.8,-0.7533164081428545,4.0,8,13,184,1,9,True,False,False,False,False,False,True,False,True,False,True,False,True,False
17249,TOYOTA,Camry,Sedan,2.5,0.45310445634363916,4.0,12,23,257,0,12,True,False,False,False,False,True,False,True,False,False,True,False,True,False
44213,HYUNDAI,Santa FE,Jeep,2.0,-1.025778566032003,4.0,4,7,836,0,7,False,True,False,True,False,False,False,True,False,False,True,False,True,False
21950,FORD,Transit,Goods wagon,2.4,0.06065429560706893,4.0,2,5,913,1,12,True,False,False,True,False,False,False,False,True,False,True,False,True,False
20385,MITSUBISHI,Delica,Minivan,3.0,0.9182305727721668,6.0,12,15,342,0,18,False,True,False,False,False,False,True,True,False,False,True,False,False,True
13172,HONDA,Cr-v,Jeep,2.4,2.0229050992899205,4.0,6,6,320,0,21,False,True,False,False,False,False,True,True,False,False,True,False,True,False
19757,NISSAN,Patrol Y60,Jeep,2.8,1.4737946484637663,4.0,0,16,728,1,33,False,True,False,True,False,False,False,False,True,False,True,False,True,False
25716,TOYOTA,Camry,Sedan,2.5,-0.08179057754916767,4.0,8,23,257,0,9,True,False,False,False,False,False,True,True,False,False,True,False,True,False
14426,CHEVROLET,Orlando,Jeep,2.0,0.16292390045679145,4.0,4,2,694,0,11,False,True,False,False,True,False,False,True,False,False,True,False,True,False
10820,TOYOTA,RAV 4,Jeep,2.0,-0.43354220309824176,4.0,4,23,784,0,22,False,True,False,False,False,False,True,True,False,True,False,False,False,True
45436,FORD,Explorer,Jeep,3.5,0.12136778899213019,4.0,4,5,428,0,12,False,True,False,False,False,False,True,True,False,False,True,False,True,False
11917,HYUNDAI,I30,Hatchback,1.6,1.1653288221248221,4.0,8,7,542,0,15,True,False,False,True,False,False,False,False,True,False,True,False,True,False
41281,HYUNDAI,Santa FE,Jeep,2.0,0.9445538039237938,4.0,4,7,836,0,8,False,True,False,True,False,False,False,True,False,False,True,False,True,False
15681,SUZUKI,Grand Vitara,Jeep,1.6,-0.3317958651295013,4.0,12,22,520,0,15,False,True,False,False,False,False,True,True,False,True,False,False,True,False
12544,TOYOTA,Prius,Hatchback,1.5,0.27868216268294127,4.0,6,23,733,0,16,True,False,False,False,False,True,False,True,False,False,True,False,True,False
30063,HYUNDAI,Tucson,Jeep,2.0,-0.012021660084888523,4.0,4,7,926,0,9,False,True,False,True,False,False,False,True,False,False,True,False,True,False
21639,HYUNDAI,Veloster,Hatchback,1.6,-1.5062393091115338,4.0,10,7,936,0,8,True,False,False,False,False,False,True,False,True,True,False,False,True,False
36692,TOYOTA,RAV 4 XLE Sport,Jeep,2.5,-0.012021660084888523,4.0,0,23,790,0,10,False,True,False,False,False,False,True,False,True,False,True,False,True,False
12231,TOYOTA,Aqua,Hatchback,1.5,-0.796921981558029,4.0,4,23,138,0,9,True,False,False,False,False,True,False,True,False,False,True,False,False,True
10663,TOYOTA,Prius,Sedan,1.8,1.5868493651381754,4.0,6,23,733,0,14,True,False,False,False,False,True,False,True,False,False,True,False,True,False
15367,VOLKSWAGEN,Passat,Sedan,2.0,0.8484616553078876,4.0,16,24,710,1,10,True,False,False,True,False,False,False,False,True,False,True,False,True,False
26594,HYUNDAI,H1,Minivan,2.5,0.8588979225452528,4.0,4,7,523,0,9,False,True,False,True,False,False,False,True,False,False,True,False,True,False
36065,TOYOTA,Avalon LIMITED,Sedan,2.5,-0.41609997373217195,4.0,12,23,155,0,10,True,False,False,False,False,True,False,False,True,False,True,False,True,False
26343,KIA,Cerato K3,Sedan,1.6,-1.334724053678514,4.0,8,10,286,1,7,True,False,False,True,False,False,False,False,True,False,True,False,True,False
14000,HYUNDAI,Elantra,Sedan,1.8,-1.0294850397722928,4.0,10,7,395,0,10,True,False,False,False,False,False,True,False,True,False,True,False,True,False
17923,CHEVROLET,Cruze,Sedan,1.4,0.10196330882237754,4.0,4,2,327,0,9,True,False,False,False,False,False,True,True,False,False,True,False,True,False
10349,OPEL,Astra G,Hatchback,1.6,0.8600898082186009,4.0,6,17,149,0,20,True,False,False,False,False,False,True,False,True,False,True,False,True,False
22063,HYUNDAI,Tucson,Jeep,2.0,0.31158983542025964,4.0,4,7,926,0,13,False,True,False,True,False,False,False,True,False,False,True,False,True,False
16900,HONDA,FIT,Hatchback,1.5,-0.738781217004463,4.0,4,6,432,0,10,True,False,False,False,False,False,True,True,False,False,True,False,True,False
18189,NISSAN,Rogue,Jeep,2.5,0.017048722191894457,4.0,4,16,812,0,13,False,True,False,False,False,False,True,True,False,False,True,False,True,False
42651,MERCEDES-BENZ,GLA 250,Jeep,2.0,-1.1022336714199423,4.0,0,13,501,0,6,False,True,False,False,False,False,True,True,False,False,True,False,True,False
15524,TOYOTA,Prius,Hatchback,1.8,0.021758124120733302,4.0,7,23,733,0,11,True,False,False,False,False,True,False,True,False,False,True,False,True,False
17249,BMW,530,Sedan,3.0,-0.14122497411405047,6.0,10,1,74,0,16,True,False,False,False,False,False,True,False,True,False,True,False,True,False
28909,HYUNDAI,Elantra,Sedan,1.6,-0.3317958651295013,4.0,4,7,395,0,6,True,False,False,True,False,False,False,True,False,False,True,False,True,False
14426,HYUNDAI,Sonata,Sedan,2.0,0.7005515502836159,4.0,4,7,852,0,9,True,False,False,False,True,False,False,True,False,False,True,False,True,False
30734,MERCEDES-BENZ,E 350,Sedan,3.5,1.1533954302002027,6.0,12,13,369,0,9,True,False,False,True,False,False,False,True,False,False,True,False,True,False
22580,TOYOTA,Camry,Sedan,2.5,0.5209256581953738,4.0,12,23,257,0,10,True,False,False,False,False,False,True,True,False,False,True,False,True,False
22266,FORD,Fusion,Sedan,1.6,-0.5134857543593949,4.0,8,5,472,1,10,True,False,False,False,False,False,True,True,False,False,True,False,True,False
33556,MERCEDES-BENZ,C 300,Sedan,2.0,-1.7562445966918674,4.0,12,13,193,0,8,True,False,False,False,False,False,True,True,False,False,True,False,True,False
39161,SSANGYONG,Actyon,Jeep,1.6,-0.6951756435892885,4.0,4,20,132,0,6,False,True,False,True,False,False,False,True,False,False,True,False,True,False
16308,FORD,Transit,Microbus,2.2,0.8600898082186009,4.0,2,5,913,0,15,True,False,False,True,False,False,False,False,True,False,True,False,True,False
17719,TOYOTA,Camry,Sedan,2.4,-0.41900701195985024,4.0,8,23,257,0,14,True,False,False,False,False,True,False,False,True,False,True,False,True,False
20385,CHEVROLET,Cruze,Sedan,1.4,-1.1457665688794247,4.0,12,2,327,1,6,True,False,False,False,False,False,True,False,True,False,False,True,True,False
15241,HYUNDAI,Genesis,Coupe,2.0,-0.04847591945997438,4.0,4,7,512,0,12,True,False,False,False,False,False,True,True,False,False,True,False,True,False
15524,HYUNDAI,H1,Minivan,2.5,-0.9310963309565209,4.0,4,7,523,0,15,False,True,False,True,False,False,False,True,False,False,True,False,True,False
27911,MERCEDES-BENZ,C 250,Sedan,1.8,-0.738781217004463,4.0,8,13,184,1,9,True,False,False,False,False,False,True,False,True,False,True,False,True,False
29793,MERCEDES-BENZ,S 350,Sedan,3.5,2.066510672705095,4.0,0,13,819,0,18,True,False,False,False,False,False,True,True,False,False,True,False,True,False
18208,HYUNDAI,Elantra,Sedan,1.6,-0.36573553643764545,4.0,4,7,395,0,11,True,False,False,False,False,False,True,True,False,False,True,False,True,False
34497,TOYOTA,RAV 4 Le,Jeep,2.5,-0.8063698557979835,4.0,12,23,787,0,10,False,True,False,False,False,False,True,False,True,False,True,False,True,False
43576,HYUNDAI,H1,Universal,2.5,-0.3444560166110403,4.0,4,7,523,0,7,False,True,False,True,False,False,False,True,False,False,True,False,True,False
28225,TOYOTA,CHR,Jeep,2.0,-1.4074000093704715,4.0,8,23,214,0,5,False,True,False,False,False,False,True,True,False,False,True,False,True,False
18817,CHEVROLET,Cruze,Hatchback,1.4,-1.3333577457115053,4.0,0,2,327,0,6,True,False,False,False,False,False,True,True,False,False,True,False,True,False
13172,LEXUS,RX 450,Jeep,3.5,0.9473736310046418,6.0,12,11,805,0,13,False,True,False,False,False,True,False,True,False,False,True,False,True,False
37320,MERCEDES-BENZ,E 350 ამგ,Sedan,3.5,0.5228733738079183,4.0,12,13,376,0,10,True,False,False,False,False,False,True,False,True,False,True,False,True,False
39201,TOYOTA,Camry,Sedan,2.5,-1.2475129068481652,4.0,10,23,257,0,8,True,False,False,False,False,True,False,True,False,False,True,False,True,False
36426,HYUNDAI,Elantra,Sedan,1.6,-1.2381667789461794,4.0,4,7,395,0,5,True,False,False,False,True,False,False,True,False,False,True,False,True,False
12701,HONDA,Cr-v,Jeep,2.4,-0.05333067330019714,4.0,12,6,320,0,8,False,True,False,False,False,False,True,True,False,False,True,False,True,False
46414,TOYOTA,Avalon,Sedan,2.5,-0.8311523566889409,4.0,12,23,154,0,8,True,False,False,False,False,True,False,False,True,False,True,False,True,False
45160,MERCEDES-BENZ,ML 250,Jeep,2.1,1.1121009521760326,4.0,12,13,623,0,8,False,True,False,True,False,False,False,True,False,False,True,False,True,False
12231,HYUNDAI,Elantra,Coupe,1.8,-0.6370348790357226,6.0,0,7,395,0,10,True,False,False,False,False,False,True,False,True,True,False,False,True,False
11290,HONDA,FIT,Sedan,1.3,0.3513581183748987,4.0,8,6,432,0,10,True,False,False,False,False,True,False,True,False,False,True,False,False,True
14426,TOYOTA,Camry,Sedan,2.4,0.987999490236446,4.0,8,23,257,0,17,True,False,False,False,False,True,False,True,False,False,True,False,True,False
36065,MITSUBISHI,Outlander,Jeep,2.4,-1.1893721422945993,4.0,12,15,699,0,7,False,True,False,False,False,False,True,True,False,False,True,False,True,False
27284,TOYOTA,Camry SE,Sedan,2.5,-1.00041465749551,4.0,12,23,263,0,9,True,False,False,False,False,False,True,False,True,False,True,False,True,False
21639,SUBARU,Forester,Jeep,2.5,-1.2620480979865567,4.0,7,21,462,0,7,False,True,False,False,False,False,True,True,False,False,True,False,True,False
24198,HYUNDAI,Tucson,Jeep,2.0,0.04611910446867744,4.0,4,7,926,0,10,False,True,False,True,False,False,False,True,False,False,True,False,True,False
25365,HONDA,FIT,Hatchback,1.5,-1.2521350976301737,4.0,4,6,432,0,10,True,False,False,False,False,False,True,True,False,False,True,False,True,False
17249,TOYOTA,Prius,Sedan,1.8,-1.430656315191898,4.0,8,23,733,0,11,True,False,False,False,False,True,False,True,False,False,True,False,True,False
31361,HYUNDAI,Sonata,Sedan,2.0,-0.8550627461115949,4.0,12,7,852,1,9,True,False,False,False,False,False,True,False,True,False,True,False,True,False
12720,CHEVROLET,Cruze,Sedan,1.8,0.21703841706502297,4.0,4,2,327,0,12,True,False,False,False,False,False,True,True,False,False,True,False,True,False
26372,HYUNDAI,Tucson,Jeep,2.0,-0.004259868016987467,4.0,4,7,926,0,10,False,True,False,True,False,False,False,True,False,False,True,False,True,False
13485,BMW,X5,Jeep,3.0,0.9909065284641243,6.0,10,1,981,0,20,False,True,False,False,True,False,False,False,True,False,True,False,False,True
25591,HYUNDAI,Elantra,Sedan,1.6,0.27868216268294127,4.0,4,7,395,0,9,True,False,False,False,False,False,True,True,False,False,True,False,True,False
18503,HYUNDAI,Sonata,Sedan,2.0,2.320585813804178,4.0,9,7,852,0,11,True,False,False,False,False,True,False,True,False,False,True,False,True,False
12231,HONDA,Insight,Sedan,1.3,0.42403407406685617,4.0,12,6,558,0,13,True,False,False,False,False,True,False,True,False,False,True,False,True,False
17054,HYUNDAI,H1,Universal,2.5,1.7009942211479638,4.0,4,7,523,0,12,False,True,False,True,False,False,False,True,False,False,True,False,True,False
24302,CHEVROLET,Malibu,Sedan,2.0,-0.875150380264852,4.0,4,2,646,0,8,True,False,False,True,False,False,False,True,False,False,True,False,True,False
18817,TOYOTA,Camry,Sedan,2.4,1.592663441593532,4.0,12,23,257,0,14,True,False,False,False,False,False,True,True,False,False,True,False,True,False
17249,HYUNDAI,Sonata,Sedan,2.4,-0.6370348790357226,4.0,10,7,852,0,7,True,False,False,False,False,False,True,False,True,False,True,False,True,False
15530,HYUNDAI,Sonata,Sedan,2.0,2.3138414851159643,4.0,4,7,852,0,7,True,False,False,False,True,False,False,True,False,False,True,False,True,False
11290,HYUNDAI,Sonata,Sedan,2.0,2.180960767728789,4.0,4,7,852,0,7,True,False,False,False,True,False,False,True,False,False,True,False,True,False
24148,TOYOTA,Prius,Hatchback,1.8,-0.0410920423616715,4.0,12,23,733,0,10,True,False,False,False,False,True,False,True,False,False,True,False,True,False
18817,HYUNDAI,Elantra,Sedan,1.8,-0.5207533499285907,4.0,12,7,395,0,8,True,False,False,False,False,False,True,False,True,False,True,False,True,False
10349,LEXUS,CT 200h,Hatchback,1.8,0.17058394618672376,4.0,0,11,239,0,9,True,False,False,False,False,True,False,True,False,False,True,False,True,False
25089,TOYOTA,Camry,Sedan,2.5,0.17402878648652256,6.0,12,23,257,0,10,True,False,False,False,False,False,True,False,True,False,True,False,True,False
18669,HYUNDAI,H1,Minivan,2.5,-0.9904435163745733,4.0,4,7,523,0,12,False,True,False,True,False,False,False,True,False,False,True,False,True,False
15053,FORD,Transit,Microbus,2.4,1.9241530106956886,4.0,2,5,913,0,22,True,False,False,True,False,False,False,False,True,False,True,False,True,False
10660,HONDA,FIT,Hatchback,1.5,-0.6439390948264585,4.0,4,6,432,0,9,True,False,False,False,False,True,False,True,False,False,True,False,True,False
37000,HYUNDAI,Tucson,Jeep,2.0,-0.5934293056205481,4.0,4,7,926,0,7,False,True,False,True,False,False,False,True,False,False,True,False,True,False
18826,SSANGYONG,REXTON,Jeep,2.0,0.9532894537979671,4.0,4,20,792,0,12,False,True,False,True,False,False,False,True,False,False,True,False,True,False
14583,MERCEDES-BENZ,E 350,Sedan,3.5,1.596965858170496,6.0,12,13,369,0,12,True,False,False,True,False,False,False,True,False,False,True,False,True,False
21012,MERCEDES-BENZ,Vito,Minivan,2.2,2.3862848777497074,4.0,4,13,949,1,16,False,True,False,True,False,False,False,False,True,False,True,False,True,False
18826,SSANGYONG,Actyon,Jeep,2.0,-0.012021660084888523,4.0,4,20,132,0,13,False,True,False,True,False,False,False,True,False,False,True,False,True,False
22649,HYUNDAI,Tucson,Jeep,2.0,0.30775254495972426,4.0,4,7,926,0,12,False,True,False,True,False,False,False,True,False,False,True,False,True,False
